area_code,imd_decile
LSOA::E01003457,10
LSOA::E01003458,10
LSOA::E01003459,6
LSOA::E01003460,9
LSOA::E01003461,10
LSOA::E01003462,10
LSOA::E01003463,10
LSOA::E01003464,10
LSOA::E01003465,10
LSOA::E01003466,10
LSOA::E01003467,9
LSOA::E01003468,10
LSOA::E01003469,6
LSOA::E01003470,8
LSOA::E01003471,9
LSOA::E01003472,10
LSOA::E01003473,9
LSOA::E01003474,10
LSOA::E01003476,7
LSOA::E01003477,9
LSOA::E01003478,10
LSOA::E01003479,3
LSOA::E01003480,4
LSOA::E01003481,3
LSOA::E01003483,2
LSOA::E01003484,5
LSOA::E01003485,5
LSOA::E01003486,1
LSOA::E01003487,1
LSOA::E01003488,2
LSOA::E01003489,4
LSOA::E01003490,2
LSOA::E01003491,2
LSOA::E01003492,3
LSOA::E01003494,3
LSOA::E01003495,4
LSOA::E01003496,2
LSOA::E01003497,2
LSOA::E01003498,2
LSOA::E01003499,1
LSOA::E01003500,3
LSOA::E01003501,2
LSOA::E01003502,2
LSOA::E01003503,3
LSOA::E01003506,2
LSOA::E01003507,2
LSOA::E01003508,3
LSOA::E01003509,2
LSOA::E01003511,3
LSOA::E01003512,2
LSOA::E01003513,3
LSOA::E01003514,2
LSOA::E01003515,2
LSOA::E01003516,2
LSOA::E01003517,2
LSOA::E01003518,4
LSOA::E01003519,3
LSOA::E01003520,2
LSOA::E01003521,2
LSOA::E01003522,2
LSOA::E01003523,2
LSOA::E01003524,2
LSOA::E01003525,2
LSOA::E01003526,2
LSOA::E01003527,4
LSOA::E01003528,2
LSOA::E01003529,3
LSOA::E01003530,3
LSOA::E01003531,2
LSOA::E01003532,4
LSOA::E01003533,3
LSOA::E01003534,2
LSOA::E01003535,1
LSOA::E01003536,3
LSOA::E01003537,2
LSOA::E01003538,2
LSOA::E01003539,3
LSOA::E01003540,2
LSOA::E01003541,3
LSOA::E01003542,2
LSOA::E01003543,4
LSOA::E01003544,3
LSOA::E01003545,3
LSOA::E01003546,3
LSOA::E01003547,4
LSOA::E01003548,3
LSOA::E01003549,3
LSOA::E01003550,3
LSOA::E01003551,2
LSOA::E01003552,3
LSOA::E01003553,2
LSOA::E01003554,4
LSOA::E01003555,4
LSOA::E01003556,1
LSOA::E01003557,2
LSOA::E01003558,2
LSOA::E01003559,3
LSOA::E01003560,3
LSOA::E01003561,3
LSOA::E01003562,3
LSOA::E01003563,3
LSOA::E01003564,3
LSOA::E01003565,2
LSOA::E01003566,2
LSOA::E01003567,2
LSOA::E01003568,4
LSOA::E01003569,3
LSOA::E01003570,2
LSOA::E01003571,2
LSOA::E01003572,2
LSOA::E01003573,3
LSOA::E01003574,3
LSOA::E01003575,2
LSOA::E01003576,1
LSOA::E01003577,1
LSOA::E01003578,1
LSOA::E01003579,2
LSOA::E01003580,2
LSOA::E01003581,2
LSOA::E01003582,2
LSOA::E01003583,3
LSOA::E01003584,4
LSOA::E01003585,3
LSOA::E01003586,2
LSOA::E01003587,2
LSOA::E01003588,2
LSOA::E01003589,2
LSOA::E01003590,2
LSOA::E01003591,1
LSOA::E01003592,2
LSOA::E01003593,3
LSOA::E01003594,3
LSOA::E01003595,3
LSOA::E01003596,3
LSOA::E01003597,4
LSOA::E01003598,2
LSOA::E01003599,2
LSOA::E01003600,2
LSOA::E01003601,1
LSOA::E01003602,3
LSOA::E01003603,3
LSOA::E01003604,2
LSOA::E01003605,2
LSOA::E01003607,2
LSOA::E01003608,3
LSOA::E01003611,2
LSOA::E01003615,3
LSOA::E01003616,3
LSOA::E01003618,3
LSOA::E01003619,2
LSOA::E01003621,3
LSOA::E01003622,2
LSOA::E01003623,2
LSOA::E01003624,2
LSOA::E01003625,2
LSOA::E01003626,3
LSOA::E01003627,3
LSOA::E01003628,3
LSOA::E01003629,3
LSOA::E01003630,2
LSOA::E01003631,3
LSOA::E01003632,4
LSOA::E01003633,2
LSOA::E01003634,3
LSOA::E01003635,3
LSOA::E01003636,2
LSOA::E01003637,4
LSOA::E01003638,6
LSOA::E01003639,5
LSOA::E01003640,6
LSOA::E01003641,5
LSOA::E01003642,5
LSOA::E01003643,7
LSOA::E01003644,7
LSOA::E01003645,5
LSOA::E01003646,6
LSOA::E01003647,7
LSOA::E01003648,9
LSOA::E01003649,8
LSOA::E01003650,5
LSOA::E01003651,8
LSOA::E01003652,9
LSOA::E01003653,5
LSOA::E01003654,6
LSOA::E01003655,8
LSOA::E01003656,4
LSOA::E01003657,7
LSOA::E01003658,4
LSOA::E01003659,8
LSOA::E01003660,9
LSOA::E01003661,4
LSOA::E01003662,3
LSOA::E01003663,6
LSOA::E01003664,5
LSOA::E01003665,7
LSOA::E01003666,3
LSOA::E01003668,8
LSOA::E01003669,9
LSOA::E01003670,9
LSOA::E01003671,10
LSOA::E01003672,5
LSOA::E01003673,8
LSOA::E01003674,7
LSOA::E01003675,6
LSOA::E01003676,8
LSOA::E01003677,8
LSOA::E01003678,9
LSOA::E01003679,9
LSOA::E01003680,8
LSOA::E01003681,6
LSOA::E01003682,9
LSOA::E01003683,3
LSOA::E01003684,4
LSOA::E01003685,3
LSOA::E01003686,3
LSOA::E01003688,3
LSOA::E01003689,2
LSOA::E01003690,5
LSOA::E01003691,5
LSOA::E01003692,5
LSOA::E01003693,7
LSOA::E01003694,7
LSOA::E01003695,3
LSOA::E01003696,2
LSOA::E01003697,6
LSOA::E01003698,8
LSOA::E01003699,6
LSOA::E01003700,5
LSOA::E01003701,5
LSOA::E01003702,6
LSOA::E01003703,7
LSOA::E01003704,4
LSOA::E01003705,6
LSOA::E01003706,5
LSOA::E01003707,7
LSOA::E01003708,4
LSOA::E01003709,8
LSOA::E01003710,8
LSOA::E01003711,6
LSOA::E01003712,2
LSOA::E01003713,5
LSOA::E01003714,3
LSOA::E01003715,4
LSOA::E01003716,4
LSOA::E01003718,4
LSOA::E01003719,3
LSOA::E01003720,3
LSOA::E01003721,4
LSOA::E01003722,4
LSOA::E01003723,4
LSOA::E01003724,6
LSOA::E01003725,4
LSOA::E01003726,5
LSOA::E01003727,3
LSOA::E01003729,1
LSOA::E01003730,3
LSOA::E01003731,3
LSOA::E01003732,1
LSOA::E01003733,2
LSOA::E01003734,2
LSOA::E01003735,2
LSOA::E01003736,4
LSOA::E01003737,7
LSOA::E01003738,6
LSOA::E01003739,4
LSOA::E01003740,5
LSOA::E01003741,5
LSOA::E01003742,4
LSOA::E01003743,3
LSOA::E01003744,10
LSOA::E01003745,10
LSOA::E01003746,10
LSOA::E01003747,10
LSOA::E01003748,9
LSOA::E01003749,8
LSOA::E01003750,6
LSOA::E01003751,4
LSOA::E01003752,8
LSOA::E01003753,6
LSOA::E01003754,6
LSOA::E01003755,6
LSOA::E01003756,5
LSOA::E01003757,4
LSOA::E01003759,10
LSOA::E01003760,6
LSOA::E01003761,2
LSOA::E01003762,7
LSOA::E01003763,8
LSOA::E01003764,6
LSOA::E01003765,7
LSOA::E01003766,5
LSOA::E01003767,3
LSOA::E01003768,3
LSOA::E01003769,2
LSOA::E01003770,5
LSOA::E01003771,4
LSOA::E01003772,5
LSOA::E01003773,5
LSOA::E01003774,9
LSOA::E01003775,9
LSOA::E01003776,4
LSOA::E01003777,9
LSOA::E01003778,8
LSOA::E01003779,7
LSOA::E01003780,10
LSOA::E01003781,2
LSOA::E01003782,3
LSOA::E01003783,1
LSOA::E01003784,4
LSOA::E01003785,2
LSOA::E01003786,7
LSOA::E01003787,6
LSOA::E01003788,2
LSOA::E01003789,9
LSOA::E01003790,7
LSOA::E01003791,10
LSOA::E01003792,9
LSOA::E01003793,4
LSOA::E01003794,8
LSOA::E01003795,10
LSOA::E01003796,9
LSOA::E01003797,10
LSOA::E01003798,7
LSOA::E01003799,9
LSOA::E01003800,6
LSOA::E01003801,10
LSOA::E01003802,10
LSOA::E01003803,4
LSOA::E01003804,9
LSOA::E01003805,10
LSOA::E01003806,9
LSOA::E01003807,8
LSOA::E01003808,8
LSOA::E01003809,9
LSOA::E01003810,9
LSOA::E01003811,10
LSOA::E01003812,8
LSOA::E01003813,10
LSOA::E01003814,9
LSOA::E01003815,8
LSOA::E01003816,8
LSOA::E01003817,8
LSOA::E01003818,10
LSOA::E01003819,5
LSOA::E01003820,7
LSOA::E01003821,10
LSOA::E01003822,10
LSOA::E01003823,9
LSOA::E01003824,10
LSOA::E01003825,10
LSOA::E01003826,4
LSOA::E01003827,8
LSOA::E01003828,10
LSOA::E01003829,3
LSOA::E01003830,9
LSOA::E01003831,9
LSOA::E01003832,3
LSOA::E01003833,6
LSOA::E01003834,8
LSOA::E01003835,10
LSOA::E01003836,7
LSOA::E01003837,9
LSOA::E01003838,9
LSOA::E01003839,8
LSOA::E01003840,6
LSOA::E01003841,3
LSOA::E01003842,5
LSOA::E01003843,5
LSOA::E01003844,9
LSOA::E01003845,9
LSOA::E01003846,9
LSOA::E01003847,9
LSOA::E01003848,8
LSOA::E01003849,8
LSOA::E01003851,8
LSOA::E01003852,8
LSOA::E01003853,7
LSOA::E01003854,6
LSOA::E01003855,5
LSOA::E01003856,9
LSOA::E01003857,9
LSOA::E01003858,9
LSOA::E01003859,8
LSOA::E01003860,8
LSOA::E01003861,9
LSOA::E01003862,6
LSOA::E01003863,5
LSOA::E01003864,8
LSOA::E01003865,8
LSOA::E01003866,10
LSOA::E01003867,8
LSOA::E01003868,9
LSOA::E01003869,9
LSOA::E01003870,10
LSOA::E01003871,10
LSOA::E01003872,9
LSOA::E01003873,8
LSOA::E01003874,9
LSOA::E01003875,8
LSOA::E01003876,8
LSOA::E01003877,9
LSOA::E01003878,5
LSOA::E01003879,9
LSOA::E01003880,9
LSOA::E01003881,10
LSOA::E01003882,9
LSOA::E01003883,9
LSOA::E01003884,9
LSOA::E01003885,9
LSOA::E01003886,10
LSOA::E01003887,10
LSOA::E01003888,7
LSOA::E01003889,10
LSOA::E01003890,10
LSOA::E01003891,10
LSOA::E01003892,10
LSOA::E01003893,9
LSOA::E01003894,9
LSOA::E01003895,9
LSOA::E01003896,8
LSOA::E01003897,8
LSOA::E01003898,9
LSOA::E01003899,9
LSOA::E01003900,5
LSOA::E01003901,10
LSOA::E01003902,9
LSOA::E01003903,7
LSOA::E01003904,8
LSOA::E01003905,8
LSOA::E01003906,7
LSOA::E01003907,5
LSOA::E01003908,9
LSOA::E01003909,7
LSOA::E01003910,10
LSOA::E01003911,4
LSOA::E01003912,3
LSOA::E01003913,5
LSOA::E01003914,5
LSOA::E01003915,4
LSOA::E01003916,5
LSOA::E01003917,4
LSOA::E01003918,3
LSOA::E01003919,4
LSOA::E01003920,3
LSOA::E01003921,2
LSOA::E01003922,3
LSOA::E01003923,4
LSOA::E01003924,3
LSOA::E01003925,4
LSOA::E01003926,3
LSOA::E01003929,4
LSOA::E01003930,5
LSOA::E01003932,2
LSOA::E01003933,5
LSOA::E01003934,8
LSOA::E01003935,5
LSOA::E01003936,8
LSOA::E01003937,5
LSOA::E01003938,5
LSOA::E01003939,6
LSOA::E01003940,3
LSOA::E01003941,6
LSOA::E01003942,4
LSOA::E01003943,3
LSOA::E01003945,7
LSOA::E01003946,7
LSOA::E01003947,2
LSOA::E01003948,6
LSOA::E01003949,6
LSOA::E01003950,3
LSOA::E01003951,7
LSOA::E01003952,5
LSOA::E01003953,6
LSOA::E01003954,7
LSOA::E01003955,6
LSOA::E01003956,7
LSOA::E01003957,7
LSOA::E01003958,6
LSOA::E01003960,5
LSOA::E01003961,2
LSOA::E01003963,3
LSOA::E01003966,2
LSOA::E01003969,4
LSOA::E01003971,3
LSOA::E01003972,4
LSOA::E01003973,3
LSOA::E01003975,3
LSOA::E01003976,4
LSOA::E01003977,3
LSOA::E01003979,3
LSOA::E01003980,3
LSOA::E01003981,4
LSOA::E01003983,3
LSOA::E01003984,4
LSOA::E01003986,2
LSOA::E01003987,2
LSOA::E01003988,2
LSOA::E01003989,4
LSOA::E01003990,3
LSOA::E01003991,3
LSOA::E01003992,3
LSOA::E01003993,4
LSOA::E01003994,3
LSOA::E01003995,2
LSOA::E01003997,4
LSOA::E01003998,4
LSOA::E01003999,4
LSOA::E01004000,3
LSOA::E01004001,3
LSOA::E01004002,6
LSOA::E01004003,3
LSOA::E01004004,3
LSOA::E01004005,2
LSOA::E01004006,4
LSOA::E01004007,3
LSOA::E01004008,3
LSOA::E01004010,3
LSOA::E01004011,3
LSOA::E01004012,4
LSOA::E01004013,3
LSOA::E01004014,3
LSOA::E01004015,6
LSOA::E01004016,6
LSOA::E01004017,7
LSOA::E01004018,8
LSOA::E01004019,5
LSOA::E01004020,4
LSOA::E01004021,6
LSOA::E01004023,3
LSOA::E01004024,3
LSOA::E01004028,3
LSOA::E01004029,8
LSOA::E01004030,5
LSOA::E01004031,5
LSOA::E01004032,10
LSOA::E01004033,3
LSOA::E01004034,3
LSOA::E01004035,3
LSOA::E01004036,3
LSOA::E01004037,3
LSOA::E01004038,4
LSOA::E01004039,5
LSOA::E01004040,2
LSOA::E01004041,3
LSOA::E01004042,2
LSOA::E01004043,4
LSOA::E01004044,3
LSOA::E01004045,3
LSOA::E01004046,5
LSOA::E01004047,4
LSOA::E01004048,5
LSOA::E01004049,4
LSOA::E01004050,7
LSOA::E01004051,7
LSOA::E01004052,5
LSOA::E01004053,9
LSOA::E01004054,9
LSOA::E01004055,3
LSOA::E01004056,6
LSOA::E01004057,5
LSOA::E01004058,10
LSOA::E01004059,8
LSOA::E01004060,4
LSOA::E01004061,5
LSOA::E01004062,3
LSOA::E01004063,4
LSOA::E01004064,4
LSOA::E01004065,6
LSOA::E01004066,4
LSOA::E01004067,2
LSOA::E01004068,3
LSOA::E01004069,9
LSOA::E01004070,6
LSOA::E01004071,4
LSOA::E01004072,7
LSOA::E01004073,7
LSOA::E01004074,7
LSOA::E01004075,8
LSOA::E01004076,5
LSOA::E01004077,7
LSOA::E01004078,5
LSOA::E01004079,10
LSOA::E01004080,10
LSOA::E01004081,7
LSOA::E01004082,9
LSOA::E01004083,2
LSOA::E01004084,10
LSOA::E01004085,10
LSOA::E01004086,6
LSOA::E01004087,10
LSOA::E01004088,1
LSOA::E01004089,2
LSOA::E01004090,2
LSOA::E01004091,10
LSOA::E01004092,10
LSOA::E01004093,10
LSOA::E01004094,9
LSOA::E01004095,10
LSOA::E01004096,6
LSOA::E01004097,9
LSOA::E01004098,9
LSOA::E01004099,5
LSOA::E01004100,8
LSOA::E01004101,10
LSOA::E01004102,7
LSOA::E01004103,7
LSOA::E01004104,10
LSOA::E01004105,9
LSOA::E01004106,10
LSOA::E01004107,6
LSOA::E01004108,8
LSOA::E01004109,5
LSOA::E01004110,7
LSOA::E01004111,8
LSOA::E01004112,10
LSOA::E01004114,10
LSOA::E01004115,9
LSOA::E01004116,10
LSOA::E01004117,10
LSOA::E01004118,7
LSOA::E01004119,9
LSOA::E01004120,10
LSOA::E01004121,8
LSOA::E01004122,10
LSOA::E01004123,3
LSOA::E01004124,4
LSOA::E01004125,2
LSOA::E01004126,3
LSOA::E01004127,5
LSOA::E01004128,4
LSOA::E01004129,2
LSOA::E01004130,8
LSOA::E01004131,8
LSOA::E01004132,10
LSOA::E01004133,10
LSOA::E01004134,7
LSOA::E01004135,9
LSOA::E01004136,9
LSOA::E01004137,8
LSOA::E01004138,6
LSOA::E01004139,7
LSOA::E01004140,3
LSOA::E01004141,4
LSOA::E01004143,7
LSOA::E01004144,8
LSOA::E01004145,7
LSOA::E01004146,8
LSOA::E01004147,9
LSOA::E01004148,4
LSOA::E01004149,8
LSOA::E01004150,5
LSOA::E01004151,7
LSOA::E01004152,6
LSOA::E01004153,8
LSOA::E01004154,10
LSOA::E01004155,9
LSOA::E01004156,8
LSOA::E01004157,10
LSOA::E01004158,9
LSOA::E01004159,8
LSOA::E01004160,8
LSOA::E01004161,9
LSOA::E01004162,7
LSOA::E01004163,8
LSOA::E01004164,8
LSOA::E01004165,5
LSOA::E01004166,7
LSOA::E01004167,3
LSOA::E01004168,9
LSOA::E01004169,5
LSOA::E01004170,7
LSOA::E01004171,8
LSOA::E01004172,4
LSOA::E01004173,7
LSOA::E01004174,6
LSOA::E01004175,8
LSOA::E01004176,6
LSOA::E01004177,4
LSOA::E01004178,5
LSOA::E01004179,10
LSOA::E01004180,10
LSOA::E01004181,5
LSOA::E01004182,3
LSOA::E01004183,3
LSOA::E01004184,3
LSOA::E01004185,3
LSOA::E01004186,6
LSOA::E01004187,5
LSOA::E01004189,3
LSOA::E01004190,10
LSOA::E01004191,8
LSOA::E01004192,7
LSOA::E01004193,8
LSOA::E01004194,7
LSOA::E01004195,7
LSOA::E01004196,10
LSOA::E01004198,1
LSOA::E01004199,2
LSOA::E01004200,4
LSOA::E01004201,4
LSOA::E01004202,4
LSOA::E01004203,3
LSOA::E01004204,2
LSOA::E01004205,1
LSOA::E01004206,1
LSOA::E01004207,2
LSOA::E01004208,3
LSOA::E01004209,1
LSOA::E01004211,2
LSOA::E01004212,3
LSOA::E01004214,1
LSOA::E01004216,5
LSOA::E01004217,4
LSOA::E01004218,6
LSOA::E01004219,3
LSOA::E01004221,3
LSOA::E01004222,2
LSOA::E01004223,2
LSOA::E01004226,3
LSOA::E01004228,5
LSOA::E01004229,3
LSOA::E01004230,3
LSOA::E01004231,2
LSOA::E01004232,5
LSOA::E01004233,3
LSOA::E01004234,5
LSOA::E01004235,1
LSOA::E01004236,1
LSOA::E01004237,2
LSOA::E01004239,2
LSOA::E01004240,2
LSOA::E01004241,1
LSOA::E01004243,2
LSOA::E01004244,2
LSOA::E01004245,3
LSOA::E01004247,2
LSOA::E01004248,1
LSOA::E01004249,1
LSOA::E01004251,2
LSOA::E01004255,2
LSOA::E01004256,1
LSOA::E01004257,1
LSOA::E01004258,5
LSOA::E01004259,3
LSOA::E01004260,2
LSOA::E01004263,2
LSOA::E01004264,1
LSOA::E01004266,3
LSOA::E01004267,3
LSOA::E01004268,2
LSOA::E01004270,4
LSOA::E01004271,3
LSOA::E01004272,2
LSOA::E01004274,3
LSOA::E01004275,4
LSOA::E01004276,9
LSOA::E01004277,8
LSOA::E01004280,3
LSOA::E01004281,7
LSOA::E01004283,2
LSOA::E01004286,2
LSOA::E01004287,2
LSOA::E01004288,2
LSOA::E01004289,2
LSOA::E01004290,3
LSOA::E01004291,7
LSOA::E01004292,10
LSOA::E01004293,9
LSOA::E01004295,2
LSOA::E01004296,4
LSOA::E01004297,9
LSOA::E01004298,1
LSOA::E01004300,1
LSOA::E01004301,1
LSOA::E01004302,1
LSOA::E01004303,3
LSOA::E01004304,1
LSOA::E01004305,2
LSOA::E01004306,2
LSOA::E01004307,6
LSOA::E01004308,2
LSOA::E01004309,1
LSOA::E01004310,3
LSOA::E01004311,3
LSOA::E01004312,2
LSOA::E01004313,2
LSOA::E01004315,3
LSOA::E01004316,2
LSOA::E01004319,2
LSOA::E01004321,2
LSOA::E01004322,1
LSOA::E01004323,2
LSOA::E01004324,2
LSOA::E01004326,2
LSOA::E01004327,4
LSOA::E01004328,4
LSOA::E01004329,4
LSOA::E01004330,6
LSOA::E01004331,3
LSOA::E01004332,3
LSOA::E01004333,3
LSOA::E01004334,2
LSOA::E01004335,2
LSOA::E01004336,3
LSOA::E01004337,3
LSOA::E01004338,4
LSOA::E01004339,5
LSOA::E01004340,2
LSOA::E01004341,2
LSOA::E01004342,4
LSOA::E01004343,7
LSOA::E01004344,4
LSOA::E01004345,5
LSOA::E01004346,6
LSOA::E01004347,6
LSOA::E01004348,5
LSOA::E01004349,4
LSOA::E01004350,4
LSOA::E01004351,8
LSOA::E01004352,8
LSOA::E01004353,7
LSOA::E01004354,6
LSOA::E01004355,4
LSOA::E01004356,5
LSOA::E01004357,6
LSOA::E01004358,6
LSOA::E01004359,7
LSOA::E01004360,9
LSOA::E01004361,8
LSOA::E01004362,5
LSOA::E01004363,5
LSOA::E01004364,3
LSOA::E01004365,2
LSOA::E01004366,6
LSOA::E01004367,3
LSOA::E01004368,5
LSOA::E01004369,5
LSOA::E01004370,5
LSOA::E01004371,6
LSOA::E01004372,7
LSOA::E01004373,4
LSOA::E01004374,6
LSOA::E01004375,4
LSOA::E01004376,4
LSOA::E01004377,6
LSOA::E01004378,5
LSOA::E01004379,9
LSOA::E01004380,6
LSOA::E01004381,7
LSOA::E01004382,4
LSOA::E01004383,8
LSOA::E01004384,2
LSOA::E01004385,4
LSOA::E01004386,10
LSOA::E01004387,10
LSOA::E01004388,4
LSOA::E01004389,4
LSOA::E01004390,3
LSOA::E01004391,4
LSOA::E01004392,3
LSOA::E01004393,3
LSOA::E01004394,3
LSOA::E01004395,6
LSOA::E01004396,4
LSOA::E01004397,3
LSOA::E01004398,3
LSOA::E01004399,2
LSOA::E01004400,4
LSOA::E01004401,5
LSOA::E01004402,4
LSOA::E01004403,4
LSOA::E01004404,3
LSOA::E01004405,4
LSOA::E01004406,4
LSOA::E01004407,1
LSOA::E01004408,5
LSOA::E01004409,4
LSOA::E01004410,3
LSOA::E01004411,5
LSOA::E01004412,6
LSOA::E01004413,3
LSOA::E01004414,5
LSOA::E01004415,4
LSOA::E01004416,7
LSOA::E01004417,5
LSOA::E01004418,6
LSOA::E01004419,5
LSOA::E01004420,2
LSOA::E01004421,4
LSOA::E01004422,5
LSOA::E01004423,2
LSOA::E01004424,2
LSOA::E01004425,4
LSOA::E01004426,4
LSOA::E01004427,3
LSOA::E01004428,2
LSOA::E01004429,4
LSOA::E01004430,4
LSOA::E01004432,4
LSOA::E01004434,3
LSOA::E01004435,2
LSOA::E01004436,3
LSOA::E01004437,3
LSOA::E01004438,5
LSOA::E01004439,5
LSOA::E01004440,4
LSOA::E01004441,7
LSOA::E01004442,7
LSOA::E01004443,4
LSOA::E01004444,3
LSOA::E01004445,5
LSOA::E01004446,5
LSOA::E01004447,6
LSOA::E01004448,4
LSOA::E01004449,2
LSOA::E01004450,7
LSOA::E01004451,6
LSOA::E01004452,4
LSOA::E01004453,4
LSOA::E01004454,5
LSOA::E01004455,3
LSOA::E01004456,2
LSOA::E01004457,4
LSOA::E01004458,4
LSOA::E01004459,2
LSOA::E01004460,4
LSOA::E01004462,5
LSOA::E01004463,7
LSOA::E01004464,2
LSOA::E01004465,7
LSOA::E01004466,8
LSOA::E01004467,3
LSOA::E01004468,7
LSOA::E01004469,2
LSOA::E01004470,3
LSOA::E01004471,3
LSOA::E01004472,9
LSOA::E01004473,8
LSOA::E01004474,6
LSOA::E01004475,8
LSOA::E01004476,7
LSOA::E01004477,10
LSOA::E01004478,10
LSOA::E01004479,9
LSOA::E01004480,9
LSOA::E01004481,7
LSOA::E01004482,8
LSOA::E01004483,8
LSOA::E01004484,7
LSOA::E01004485,7
LSOA::E01004486,8
LSOA::E01004487,7
LSOA::E01004488,7
LSOA::E01004489,6
LSOA::E01004490,9
LSOA::E01004491,7
LSOA::E01004492,6
LSOA::E01004493,7
LSOA::E01004494,6
LSOA::E01004495,5
LSOA::E01004496,7
LSOA::E01004497,8
LSOA::E01004498,9
LSOA::E01004499,7
LSOA::E01004500,8
LSOA::E01004501,5
LSOA::E01004502,9
LSOA::E01004503,6
LSOA::E01004504,9
LSOA::E01004505,9
LSOA::E01004506,9
LSOA::E01004507,9
LSOA::E01004508,8
LSOA::E01004510,8
LSOA::E01004511,8
LSOA::E01004512,9
LSOA::E01004513,5
LSOA::E01004514,8
LSOA::E01004515,6
LSOA::E01004516,8
LSOA::E01004517,5
LSOA::E01004518,7
LSOA::E01004519,5
LSOA::E01004520,6
LSOA::E01004521,5
LSOA::E01004522,5
LSOA::E01004523,5
LSOA::E01004524,2
LSOA::E01004525,4
LSOA::E01004526,5
LSOA::E01004527,7
LSOA::E01004528,3
LSOA::E01004529,6
LSOA::E01004530,7
LSOA::E01004531,5
LSOA::E01004532,7
LSOA::E01004533,4
LSOA::E01004534,7
LSOA::E01004535,2
LSOA::E01004536,4
LSOA::E01004537,3
LSOA::E01004538,5
LSOA::E01004539,3
LSOA::E01004540,5
LSOA::E01004541,2
LSOA::E01004542,9
LSOA::E01004543,9
LSOA::E01004544,9
LSOA::E01004545,9
LSOA::E01004546,9
LSOA::E01004547,6
LSOA::E01004548,6
LSOA::E01004549,6
LSOA::E01004550,7
LSOA::E01004551,6
LSOA::E01004552,7
LSOA::E01004553,8
LSOA::E01004554,8
LSOA::E01004555,9
LSOA::E01004556,9
LSOA::E01004557,9
LSOA::E01004558,9
LSOA::E01004559,9
LSOA::E01004560,6
LSOA::E01004563,3
LSOA::E01004564,5
LSOA::E01004565,5
LSOA::E01004566,7
LSOA::E01004567,3
LSOA::E01004568,3
LSOA::E01004569,2
LSOA::E01004570,2
LSOA::E01004571,3
LSOA::E01004572,5
LSOA::E01004573,4
LSOA::E01004574,2
LSOA::E01004575,3
LSOA::E01004576,3
LSOA::E01004577,8
LSOA::E01004579,7
LSOA::E01004580,6
LSOA::E01004581,7
LSOA::E01004582,9
LSOA::E01004583,7
LSOA::E01004584,3
LSOA::E01004585,7
LSOA::E01004586,8
LSOA::E01004587,8
LSOA::E01004588,7
LSOA::E01004589,8
LSOA::E01004590,4
LSOA::E01004591,5
LSOA::E01004592,3
LSOA::E01004593,9
LSOA::E01004594,10
LSOA::E01004595,9
LSOA::E01004596,10
LSOA::E01004597,8
LSOA::E01004598,10
LSOA::E01004599,10
LSOA::E01004601,6
LSOA::E01004602,9
LSOA::E01004604,9
LSOA::E01004605,7
LSOA::E01004606,9
LSOA::E01004607,9
LSOA::E01004608,7
LSOA::E01004609,7
LSOA::E01004610,8
LSOA::E01004611,6
LSOA::E01004612,5
LSOA::E01004613,3
LSOA::E01004614,6
LSOA::E01004615,2
LSOA::E01004616,5
LSOA::E01004617,5
LSOA::E01004618,9
LSOA::E01004619,9
LSOA::E01004620,8
LSOA::E01004621,8
LSOA::E01004622,4
LSOA::E01004623,9
LSOA::E01004624,7
LSOA::E01004625,10
LSOA::E01004626,7
LSOA::E01004627,8
LSOA::E01004628,5
LSOA::E01004629,9
LSOA::E01004630,3
LSOA::E01004631,5
LSOA::E01004632,8
LSOA::E01004633,3
LSOA::E01004634,6
LSOA::E01004635,6
LSOA::E01004636,6
LSOA::E01004637,6
LSOA::E01004638,9
LSOA::E01004639,8
LSOA::E01004640,9
LSOA::E01004641,6
LSOA::E01004642,6
LSOA::E01004643,5
LSOA::E01004644,7
LSOA::E01004645,3
LSOA::E01004646,7
LSOA::E01004647,5
LSOA::E01004648,7
LSOA::E01004649,9
LSOA::E01004650,9
LSOA::E01004651,8
LSOA::E01004652,5
LSOA::E01004653,8
LSOA::E01004654,7
LSOA::E01004656,4
LSOA::E01004657,7
LSOA::E01004658,5
LSOA::E01004659,6
LSOA::E01004660,8
LSOA::E01004661,5
LSOA::E01004662,6
LSOA::E01004663,5
LSOA::E01004665,1
LSOA::E01004668,3
LSOA::E01004669,2
LSOA::E01004670,1
LSOA::E01004674,2
LSOA::E01004675,2
LSOA::E01004676,4
LSOA::E01004677,3
LSOA::E01004678,3
LSOA::E01004679,2
LSOA::E01004680,7
LSOA::E01004681,7
LSOA::E01004682,4
LSOA::E01004683,8
LSOA::E01004684,4
LSOA::E01004686,2
LSOA::E01004687,8
LSOA::E01004690,8
LSOA::E01004691,8
LSOA::E01004692,8
LSOA::E01004693,7
LSOA::E01004694,6
LSOA::E01004695,4
LSOA::E01004696,2
LSOA::E01004697,6
LSOA::E01004698,4
LSOA::E01004699,5
LSOA::E01004700,6
LSOA::E01004701,7
LSOA::E01004702,1
LSOA::E01004703,7
LSOA::E01004705,8
LSOA::E01004706,9
LSOA::E01004707,9
LSOA::E01004708,4
LSOA::E01004709,4
LSOA::E01004710,3
LSOA::E01004711,3
LSOA::E01004712,7
LSOA::E01004713,9
LSOA::E01004714,8
LSOA::E01004715,5
LSOA::E01004716,9
LSOA::E01004717,7
